time,SysSpd,longitude,latitude,origin,correction
20250210 223831,306.95,105°56.006',029°16.373',-7,1.42
20250210 223832,306.82,105°55.957',029°16.356',-7,1.42
20250210 223833,306.48,105°55.909',029°16.339',-7,1.42
20250210 223834,306.15,105°55.860',029°16.322',-7,1.42
20250210 223835,306.01,105°55.812',029°16.304',-7,1.42
20250210 223836,306.02,105°55.764',029°16.285',-7,1.42
20250210 223837,306.11,105°55.716',029°16.266',-7,1.42
20250210 223838,306.11,105°55.668',029°16.247',-7,1.42
20250210 223839,306.17,105°55.621',029°16.227',-7,1.42
20250210 223840,306.17,105°55.574',029°16.207',-7,1.42
20250210 223841,306.17,105°55.527',029°16.186',-7,1.42
20250210 223842,306.23,105°55.481',029°16.165',-7,1.42
20250210 223843,306.27,105°55.434',029°16.143',-7,1.42
20250210 223844,306.33,105°55.388',029°16.121',-7,1.42
20250210 223845,306.23,105°55.342',029°16.099',-7,1.42
20250210 223846,306.23,105°55.297',029°16.076',-7,1.42
20250210 223847,306.38,105°55.252',029°16.053',-7,1.42
20250210 223848,306.42,105°55.207',029°16.029',-7,1.42
20250210 223849,306.35,105°55.162',029°16.005',-7,1.42
20250210 223850,306.42,105°55.117',029°15.981',-7,1.42
20250210 223851,306.48,105°55.073',029°15.956',-7,1.42
20250210 223852,306.54,105°55.030',029°15.930',-7,1.42
20250210 223853,306.59,105°54.986',029°15.905',-7,1.42
20250210 223854,306.73,105°54.943',029°15.878',-7,1.42
20250210 223855,306.73,105°54.900',029°15.852',-7,1.42
20250210 223856,306.76,105°54.857',029°15.825',-7,1.42
20250210 223857,306.88,105°54.815',029°15.798',-7,1.42
20250210 223858,306.97,105°54.773',029°15.770',-7,1.42
20250210 223859,307.04,105°54.732',029°15.742',-7,1.42
20250210 223900,307.15,105°54.690',029°15.713',-7,1.42
20250210 223901,307.21,105°54.650',029°15.684',-7,1.42
20250210 223902,307.26,105°54.609',029°15.655',-7,1.42
20250210 223903,307.31,105°54.569',029°15.625',-7,1.42
20250210 223904,307.42,105°54.529',029°15.595',-7,1.42
20250210 223905,307.44,105°54.489',029°15.564',-7,1.42
20250210 223906,307.73,105°54.450',029°15.533',-7,1.42
20250210 223907,307.67,105°54.411',029°15.502',-7,1.42
20250210 223908,307.65,105°54.373',029°15.471',-7,1.42
20250210 223909,307.73,105°54.335',029°15.439',-7,1.42
20250210 223910,307.67,105°54.297',029°15.406',-7,1.42
20250210 223911,307.59,105°54.260',029°15.374',-7,1.42
20250210 223912,307.67,105°54.222',029°15.341',-7,1.42
20250210 223913,307.62,105°54.185',029°15.309',-7,1.42
20250210 223914,307.62,105°54.148',029°15.276',-7,1.42
20250210 223915,307.59,105°54.111',029°15.243',-7,1.42
20250210 223916,307.59,105°54.074',029°15.210',-7,1.42
20250210 223917,307.52,105°54.037',029°15.177',-7,1.42
20250210 223918,307.59,105°54.000',029°15.144',-7,1.42
20250210 223919,307.51,105°53.963',029°15.112',-7,1.42
20250210 223920,307.55,105°53.926',029°15.079',-7,1.42
20250210 223921,307.52,105°53.889',029°15.046',-7,1.42
20250210 223922,307.48,105°53.851',029°15.013',-7,1.42
20250210 223923,307.46,105°53.814',029°14.980',-7,1.42
20250210 223924,307.46,105°53.777',029°14.948',-7,1.42
20250210 223925,307.52,105°53.740',029°14.915',-7,1.42
20250210 223926,307.46,105°53.703',029°14.882',-7,1.42
20250210 223927,307.44,105°53.666',029°14.849',-7,1.42
20250210 223928,307.4,105°53.629',029°14.816',-7,1.42
20250210 223929,307.4,105°53.592',029°14.784',-7,1.42
20250210 223930,307.34,105°53.555',029°14.751',-7,1.42
20250210 223931,307.4,105°53.518',029°14.718',-7,1.42
20250210 223932,307.38,105°53.481',029°14.685',-7,1.42
20250210 223933,307.38,105°53.444',029°14.652',-7,1.42
20250210 223934,307.4,105°53.407',029°14.620',-6,1.42
20250210 223935,307.28,105°53.370',029°14.587',-6,1.42
20250210 223936,307.21,105°53.333',029°14.554',-6,1.42
20250210 223937,306.84,105°53.296',029°14.521',-6,1.42
20250210 223938,306.52,105°53.259',029°14.488',-6,1.42
20250210 223939,306.15,105°53.222',029°14.456',-6,1.42
20250210 223940,305.61,105°53.185',029°14.423',-6,1.42
20250210 223941,305.5,105°53.148',029°14.390',-6,1.42
20250210 223942,305.33,105°53.111',029°14.358',-6,1.42
20250210 223943,305.25,105°53.074',029°14.325',-6,1.42
20250210 223944,305.19,105°53.037',029°14.292',-6,1.42
20250210 223945,305,105°53.001',029°14.260',-6,1.42
20250210 223946,304.95,105°52.964',029°14.227',-6,1.42
20250210 223947,304.84,105°52.927',029°14.195',-6,1.42
20250210 223948,304.78,105°52.890',029°14.162',-6,1.42
20250210 223949,304.64,105°52.854',029°14.130',-6,1.42
20250210 223950,304.58,105°52.817',029°14.097',-6,1.42
20250210 223951,304.41,105°52.780',029°14.065',-6,1.42
20250210 223952,304.39,105°52.743',029°14.032',-6,1.42
20250210 223953,304.35,105°52.707',029°14.000',-6,1.42
20250210 223954,304.17,105°52.670',029°13.967',-6,1.42
20250210 223955,304.04,105°52.633',029°13.935',-6,1.42
20250210 223956,303.97,105°52.597',029°13.902',-6,1.42
20250210 223957,304.04,105°52.560',029°13.869',-6,1.42
20250210 223958,304.22,105°52.523',029°13.837',-6,1.42
20250210 223959,304.58,105°52.487',029°13.804',-6,1.42
20250210 224000,304.95,105°52.450',029°13.772',-6,1.42
20250210 224001,305.39,105°52.413',029°13.739',-6,1.42
20250210 224002,305.92,105°52.377',029°13.707',-6,1.42
20250210 224003,306.33,105°52.340',029°13.674',-6,1.42
20250210 224004,306.54,105°52.303',029°13.641',-6,1.42
20250210 224005,306.64,105°52.266',029°13.609',-6,1.42
20250210 224006,306.79,105°52.229',029°13.576',-6,1.42
20250210 224007,306.79,105°52.192',029°13.543',-6,1.42
20250210 224008,306.9,105°52.155',029°13.510',-6,1.42
20250210 224009,307.09,105°52.118',029°13.477',-6,1.42
20250210 224010,307.12,105°52.081',029°13.444',-6,1.42
20250210 224011,307.19,105°52.044',029°13.412',-6,1.42
20250210 224012,307.21,105°52.007',029°13.379',-6,1.42
20250210 224013,307.33,105°51.970',029°13.346',-6,1.42
20250210 224014,307.46,105°51.933',029°13.313',-6,1.42
20250210 224015,307.46,105°51.896',029°13.280',-6,1.42
20250210 224016,307.33,105°51.859',029°13.247',-6,1.42
20250210 224017,307.4,105°51.822',029°13.215',-6,1.42
20250210 224018,307.34,105°51.785',029°13.182',-6,1.42
20250210 224019,307.31,105°51.748',029°13.149',-6,1.42
20250210 224020,307.13,105°51.711',029°13.116',-6,1.42
20250210 224021,307.07,105°51.674',029°13.083',-6,1.42
20250210 224022,307.04,105°51.637',029°13.051',-6,1.42
20250210 224023,306.97,105°51.600',029°13.018',-6,1.42
20250210 224024,306.88,105°51.563',029°12.985',-6,1.42
20250210 224025,307.15,105°51.526',029°12.952',-6,1.42
20250210 224026,307.46,105°51.489',029°12.920',-6,1.42
20250210 224027,307.69,105°51.452',029°12.887',-6,1.42
20250210 224028,308.1,105°51.415',029°12.854',-6,1.42
20250210 224029,308.39,105°51.378',029°12.821',-6,1.42
20250210 224030,308.71,105°51.340',029°12.788',-6,1.42
20250210 224031,309.06,105°51.303',029°12.755',-6,1.42
20250210 224032,309.44,105°51.266',029°12.722',-6,1.42
20250210 224033,309.7,105°51.229',029°12.689',-6,1.42
20250210 224034,309.95,105°51.192',029°12.656',-6,1.42
20250210 224035,310.32,105°51.154',029°12.623',-6,1.42
20250210 224036,310.63,105°51.117',029°12.590',-6,1.42
20250210 224037,310.99,105°51.080',029°12.557',-6,1.42
20250210 224038,311.14,105°51.042',029°12.524',-6,1.42
20250210 224039,311.55,105°51.043',029°12.525',-6,1.42
20250210 224040,311.87,105°50.967',029°12.458',-6,1.42
20250210 224042,312.12,105°50.930',029°12.424',-6,1.42
20250210 224043,312.43,105°50.892',029°12.391',-6,1.42
20250210 224044,312.74,105°50.855',029°12.358',-6,1.42
20250210 224045,313.05,105°50.817',029°12.324',-6,1.42
20250210 224046,313.31,105°50.779',029°12.291',-6,1.42
20250210 224047,313.62,105°50.742',029°12.258',-6,1.42
20250210 224048,313.99,105°50.704',029°12.224',-6,1.42
20250210 224049,314.49,105°50.666',029°12.191',-6,1.42
20250210 224050,314.75,105°50.628',029°12.157',-6,1.42
20250210 224051,315.14,105°50.591',029°12.124',-6,1.42
20250210 224052,315.46,105°50.553',029°12.090',-6,1.42
20250210 224053,315.76,105°50.515',029°12.056',-6,1.42
20250210 224054,316.23,105°50.477',029°12.023',-6,1.42
20250210 224055,316.54,105°50.439',029°11.989',-6,1.42
20250210 224056,316.91,105°50.401',029°11.955',-6,1.42
20250210 224057,317.23,105°50.362',029°11.921',-6,1.42
20250210 224058,317.68,105°50.324',029°11.888',-6,1.42
20250210 224059,317.91,105°50.286',029°11.854',-6,1.42
20250210 224100,318.25,105°50.248',029°11.820',-6,1.42
20250210 224101,318.81,105°50.210',029°11.786',-6,1.42
20250210 224102,318.43,105°50.171',029°11.752',-6,1.42
20250210 224103,318.06,105°50.133',029°11.718',-6,1.42
20250210 224104,317.55,105°50.095',029°11.684',-6,1.42
20250210 224105,317.03,105°50.056',029°11.650',-6,1.42
20250210 224106,316.47,105°50.018',029°11.616',-6,1.42
20250210 224107,315.97,105°49.980',029°11.582',-6,1.42
20250210 224108,315.27,105°49.942',029°11.549',-6,1.42
20250210 224109,314.76,105°49.904',029°11.515',-6,1.42
20250210 224110,314.38,105°49.866',029°11.481',-6,1.42
20250210 224111,313.81,105°49.828',029°11.448',-6,1.42
20250210 224112,313.24,105°49.790',029°11.414',-6,1.42
20250210 224113,312.74,105°49.753',029°11.381',-6,1.42
20250210 224114,312.18,105°49.715',029°11.347',-6,1.42
20250210 224115,311.63,105°49.677',029°11.314',-6,1.42
20250210 224116,311.04,105°49.640',029°11.281',-6,1.42
20250210 224117,310.63,105°49.602',029°11.247',-6,1.42
20250210 224118,310.08,105°49.565',029°11.214',-6,1.42
20250210 224119,309.63,105°49.527',029°11.181',-6,1.42
20250210 224120,309.08,105°49.490',029°11.148',-6,1.42
20250210 224121,308.7,105°49.453',029°11.115',-6,1.42
20250210 224122,308.2,105°49.415',029°11.082',-6,1.42
20250210 224123,307.96,105°49.378',029°11.049',-6,1.42
20250210 224124,308.14,105°49.340',029°11.017',-6,1.42
20250210 224125,308.64,105°49.302',029°10.985',-6,1.42
20250210 224126,308.96,105°49.264',029°10.953',-6,1.42
20250210 224127,309.39,105°49.225',029°10.921',-6,1.42
20250210 224128,309.83,105°49.187',029°10.890',-6,1.42
20250210 224129,310.2,105°49.147',029°10.859',-6,1.42
20250210 224130,310.55,105°49.108',029°10.828',-6,1.42
20250210 224131,310.99,105°49.068',029°10.797',-6,1.42
20250210 224132,311.32,105°49.028',029°10.766',-6,1.42
20250210 224133,311.7,105°48.988',029°10.735',-6,1.42
20250210 224134,312.1,105°48.948',029°10.705',-6,1.42
20250210 224135,312.52,105°48.907',029°10.674',-6,1.42
20250210 224136,312.87,105°48.867',029°10.644',-6,1.42
20250210 224137,313.37,105°48.826',029°10.613',-6,1.42
20250210 224138,313.75,105°48.785',029°10.583',-6,1.42
20250210 224139,314.32,105°48.745',029°10.552',-6,1.42
20250210 224140,314.83,105°48.704',029°10.522',-6,1.42
20250210 224141,315.64,105°48.663',029°10.491',-6,1.42
20250210 224142,316.23,105°48.622',029°10.460',-6,1.42
20250210 224143,316.86,105°48.622',029°10.460',-6,1.42
20250210 224144,317.55,105°48.540',029°10.398',-6,1.42
20250210 224145,318.17,105°48.498',029°10.367',-6,1.42
20250210 224146,318.83,105°48.457',029°10.336',-6,1.42
20250210 224147,319.5,105°48.416',029°10.305',-6,1.42
20250210 224148,320.05,105°48.374',029°10.274',-6,1.42
20250210 224149,320.73,105°48.333',029°10.243',-6,1.42
20250210 224150,321.32,105°48.291',029°10.212',-6,1.42
20250210 224151,322.03,105°48.250',029°10.180',-6,1.42
20250210 224152,322.61,105°48.208',029°10.149',-6,1.42
20250210 224153,323.26,105°48.166',029°10.118',-6,1.42
20250210 224154,323.63,105°48.124',029°10.086',-6,1.42
20250210 224155,324.04,105°48.082',029°10.054',-6,1.42
20250210 224156,324.15,105°48.040',029°10.023',-6,1.42
20250210 224157,324.34,105°47.998',029°09.991',-6,1.42
20250210 224158,324.26,105°47.956',029°09.960',-6,1.42
20250210 224159,324.23,105°47.914',029°09.928',-6,1.42
20250210 224200,324.21,105°47.872',029°09.896',-6,1.42
20250210 224201,324.29,105°47.829',029°09.865',-6,1.42
20250210 224202,324.16,105°47.787',029°09.833',-6,1.42
20250210 224203,324.15,105°47.745',029°09.801',-6,1.42
20250210 224204,324.21,105°47.703',029°09.770',-6,1.42
20250210 224205,324.21,105°47.661',029°09.738',-6,1.42
20250210 224206,324.21,105°47.619',029°09.706',-6,1.42
20250210 224207,324.09,105°47.577',029°09.675',-6,1.42
20250210 224208,324.1,105°47.534',029°09.643',-6,1.42
20250210 224209,324.16,105°47.492',029°09.611',-6,1.42
20250210 224210,324.04,105°47.450',029°09.580',-6,1.42
20250210 224211,324.09,105°47.408',029°09.548',-6,1.42
20250210 224212,324.04,105°47.366',029°09.516',-6,1.42
20250210 224213,324.02,105°47.324',029°09.485',-6,1.42
20250210 224214,324,105°47.282',029°09.453',-6,1.42
20250210 224215,324.06,105°47.240',029°09.421',-6,1.42
20250210 224216,324.02,105°47.197',029°09.390',-6,1.42
20250210 224217,323.89,105°47.155',029°09.358',-6,1.42
20250210 224218,323.95,105°47.113',029°09.326',-6,1.42
20250210 224219,323.87,105°47.071',029°09.295',-6,1.42
20250210 224220,323.97,105°47.029',029°09.263',-6,1.42
20250210 224221,323.89,105°46.987',029°09.231',-6,1.42
20250210 224222,323.9,105°46.945',029°09.200',-6,1.42
20250210 224223,324.04,105°46.903',029°09.168',-6,1.42
20250210 224224,324.36,105°46.861',029°09.136',-6,1.42
20250210 224225,324.67,105°46.819',029°09.105',-6,1.42
20250210 224226,325.32,105°46.776',029°09.073',-6,1.42
20250210 224227,325.9,105°46.734',029°09.041',-6,1.42
20250210 224228,326.55,105°46.692',029°09.009',-6,1.42
20250210 224229,327.14,105°46.650',029°08.978',-6,1.42
20250210 224230,327.6,105°46.607',029°08.946',-6,1.42
20250210 224231,328.27,105°46.565',029°08.914',-6,1.42
20250210 224232,328.8,105°46.522',029°08.882',-6,1.42
20250210 224233,329.39,105°46.480',029°08.850',-6,1.42
20250210 224234,329.97,105°46.437',029°08.818',-6,1.42
20250210 224738,329.58,105°32.096',028°59.550',-4,1.42
20250210 224739,328.45,105°32.051',028°59.519',-4,1.42
20250210 224740,327.23,105°32.007',028°59.489',-4,1.42
20250210 224741,326.21,105°31.963',028°59.458',-4,1.42
20250210 224742,325.09,105°31.919',028°59.427',-4,1.42
20250210 224743,324.02,105°31.876',028°59.397',-4,1.42
20250210 224744,322.81,105°31.832',028°59.366',-4,1.42
20250210 224745,321.77,105°31.789',028°59.336',-4,1.42
20250210 224746,320.8,105°31.746',028°59.306',-4,1.42
20250210 224747,319.5,105°31.702',028°59.275',-4,1.42
20250210 224748,318.3,105°31.617',028°59.215',-4,1.42
20250210 224749,317.17,105°31.617',028°59.215',-4,1.42
20250210 224750,315.64,105°31.574',028°59.186',-4,1.42
20250210 224751,314.18,105°31.532',028°59.156',-4,1.42
20250210 224752,313.05,105°31.489',028°59.126',-4,1.42
20250210 224753,311.58,105°31.447',028°59.097',-5,1.42
20250210 224754,309.95,105°31.405',028°59.067',-5,1.42
20250210 224755,308.46,105°31.363',028°59.038',-5,1.42
20250210 224756,307.04,105°31.322',028°59.009',-5,1.42
20250210 224757,305.2,105°31.280',028°58.980',-5,1.42
20250210 224758,303.8,105°31.239',028°58.952',-5,1.42
20250210 224759,302.29,105°31.198',028°58.923',-5,1.42
20250210 224800,300.84,105°31.158',028°58.894',-5,1.42
20250210 224801,299.19,105°31.117',028°58.866',-5,1.42
20250210 224802,297.62,105°31.077',028°58.838',-5,1.42
20250210 224803,296.21,105°31.037',028°58.810',-6,1.42
20250210 224804,294.6,105°30.997',028°58.782',-6,1.42
20250210 224805,293.05,105°30.957',028°58.754',-6,1.42
20250210 224806,291.58,105°30.918',028°58.727',-6,1.42
20250210 224807,289.98,105°30.839',028°58.672',-6,1.42
20250210 224808,288.5,105°30.839',028°58.672',-6,1.42
20250210 224809,287.12,105°30.762',028°58.618',-6,1.42
20250210 224810,285.8,105°30.762',028°58.618',-6,1.42
20250210 224811,284.24,105°30.723',028°58.591',-6,1.42
20250210 224812,282.8,105°30.685',028°58.564',-6,1.42
20250210 224813,281.45,105°30.647',028°58.537',-6,1.42
20250210 231922,280.45,105°31.672',028°59.256',-10,1.42
20250210 231923,280.94,105°31.710',028°59.282',-10,1.42
20250210 231924,281.51,105°31.710',028°59.282',-10,1.42
20250210 231925,282.08,105°31.747',028°59.308',-10,1.42
20250210 231926,282.69,105°31.785',028°59.335',-10,1.42
20250210 231927,283.27,105°31.823',028°59.361',-10,1.42
20250210 231928,283.77,105°31.898',028°59.414',-10,1.42
20250210 231929,284.34,105°31.936',028°59.440',-10,1.42
20250210 231930,284.9,105°31.936',028°59.440',-10,1.42
20250210 231931,285.54,105°32.012',028°59.493',-10,1.42
20250210 231932,286.04,105°32.050',028°59.520',-10,1.42
20250210 231933,286.53,105°32.088',028°59.547',-10,1.42
20250210 231934,287.12,105°32.127',028°59.574',-10,1.42
20250210 231935,287.7,105°32.165',028°59.600',-10,1.42
20250210 231936,288.15,105°32.203',028°59.627',-10,1.42
20250210 231937,288.68,105°32.242',028°59.654',-10,1.42
20250210 231938,289.3,105°32.280',028°59.681',-9,1.42
20250210 231939,289.83,105°32.319',028°59.708',-9,1.42
20250210 231940,290.34,105°32.358',028°59.735',-9,1.42
20250210 231941,290.81,105°32.397',028°59.762',-9,1.42
20250210 231942,291.3,105°32.435',028°59.789',-9,1.42
20250210 231943,291.82,105°32.474',028°59.817',-9,1.42
20250210 231944,292.4,105°32.513',028°59.844',-9,1.42
20250210 231945,292.87,105°32.552',028°59.871',-9,1.42
20250210 231946,293.46,105°32.591',028°59.898',-9,1.42
20250210 231947,293.92,105°32.631',028°59.926',-9,1.42
20250210 231948,294.4,105°32.670',028°59.953',-9,1.42
20250210 231949,294.85,105°32.709',028°59.981',-9,1.42
20250210 231950,295.34,105°32.749',029°00.008',-9,1.42
20250210 231951,295.86,105°32.788',029°00.036',-9,1.42
20250210 231952,296.41,105°32.828',029°00.063',-9,1.42
20250210 231953,296.92,105°32.867',029°00.091',-9,1.42
20250210 231954,297.33,105°32.907',029°00.119',-8,1.42
20250210 231955,297.76,105°32.947',029°00.146',-8,1.42
20250210 231956,298.29,105°32.986',029°00.174',-8,1.42
20250210 231957,298.78,105°33.026',029°00.202',-8,1.42
20250210 231958,299.25,105°33.066',029°00.230',-8,1.42
20250210 231959,299.6,105°33.106',029°00.258',-8,1.42
20250210 232000,300.14,105°33.146',029°00.286',-8,1.42
20250210 232001,300.52,105°33.186',029°00.314',-8,1.42
20250210 232002,301.11,105°33.226',029°00.342',-8,1.42
20250210 232003,301.36,105°33.267',029°00.370',-8,1.42
20250210 232004,301.84,105°33.307',029°00.398',-8,1.42
20250210 232005,302.35,105°33.307',029°00.398',-8,1.42
20250210 232006,302.75,105°33.347',029°00.427',-8,1.42
20250210 232007,303.25,105°33.388',029°00.455',-8,1.42
20250210 232008,303.5,105°33.428',029°00.483',-8,1.42
20250210 232009,303.73,105°33.509',029°00.540',-8,1.42
20250210 232010,304.11,105°33.550',029°00.568',-8,1.42
20250210 232011,304.27,105°33.550',029°00.568',-8,1.42
20250210 232012,304.64,105°33.631',029°00.625',-7,1.42
20250210 232013,304.81,105°33.631',029°00.625',-7,1.42
20250210 232014,305.08,105°33.713',029°00.682',-7,1.42
20250210 232015,305.37,105°33.713',029°00.682',-7,1.42
20250210 232016,305.61,105°33.794',029°00.739',-7,1.42
20250210 232017,305.92,105°33.794',029°00.739',-7,1.42
20250210 232018,306.17,105°33.876',029°00.796',-7,1.42
20250210 232019,306.42,105°33.876',029°00.796',-7,1.42
20250210 232020,306.73,105°33.958',029°00.853',-7,1.42
20250210 232021,306.97,105°33.958',029°00.853',-7,1.42
20250210 232022,307.15,105°34.040',029°00.910',-7,1.42
20250210 232023,307.44,105°34.081',029°00.939',-7,1.42
20250210 232024,307.77,105°34.122',029°00.968',-7,1.42
20250210 232025,307.98,105°34.163',029°00.996',-7,1.42
20250210 232026,308.23,105°34.204',029°01.025',-7,1.42
20250210 232027,308.5,105°34.245',029°01.054',-7,1.42
20250210 232028,308.65,105°34.287',029°01.083',-7,1.42
20250210 232029,308.71,105°34.328',029°01.112',-7,1.42
20250210 232030,308.62,105°34.369',029°01.140',-7,1.42
20250210 232031,308.7,105°34.410',029°01.169',-7,1.42
20250210 232032,308.65,105°34.452',029°01.198',-7,1.42
20250210 232033,308.71,105°34.493',029°01.227',-7,1.42
20250210 232034,308.68,105°34.534',029°01.256',-7,1.42
20250210 232035,308.65,105°34.576',029°01.285',-7,1.42
20250210 232036,308.69,105°34.617',029°01.313',-7,1.42
20250210 232037,308.7,105°34.658',029°01.342',-7,1.42
20250210 232038,308.64,105°34.699',029°01.371',-7,1.42
20250210 232039,308.63,105°34.741',029°01.400',-6,1.42
20250210 232040,308.7,105°34.782',029°01.429',-6,1.42
20250210 232041,308.5,105°34.823',029°01.457',-6,1.42
20250210 232042,308.57,105°34.865',029°01.486',-6,1.42
20250210 232043,308.57,105°34.906',029°01.515',-6,1.42
20250210 232044,308.64,105°34.947',029°01.544',-6,1.42
20250210 232045,308.54,105°34.988',029°01.573',-6,1.42
20250210 232046,308.57,105°35.030',029°01.602',-6,1.42
20250210 232047,308.54,105°35.071',029°01.630',-6,1.42
20250210 232048,308.52,105°35.112',029°01.659',-6,1.42
20250210 232049,308.45,105°35.154',029°01.688',-6,1.42
20250210 232050,308.57,105°35.195',029°01.717',-6,1.42
20250210 232051,308.5,105°35.236',029°01.746',-6,1.42
20250210 232052,308.52,105°35.278',029°01.775',-6,1.42
20250210 232053,308.6,105°35.319',029°01.803',-6,1.42
20250210 232054,308.5,105°35.360',029°01.832',-6,1.42
20250210 232055,308.54,105°35.401',029°01.861',-6,1.42
20250210 232056,308.57,105°35.443',029°01.890',-6,1.42
20250210 232057,308.52,105°35.484',029°01.919',-6,1.42
20250210 232058,308.54,105°35.525',029°01.947',-6,1.42
20250210 232059,308.5,105°35.566',029°01.976',-6,1.42
20250210 232100,308.54,105°35.608',029°02.005',-5,1.42
20250210 232101,308.46,105°35.649',029°02.034',-5,1.42
20250210 232102,308.54,105°35.690',029°02.063',-5,1.42
20250210 232103,308.4,105°35.732',029°02.092',-5,1.42
20250210 232104,308.46,105°35.773',029°02.120',-5,1.42
20250210 232105,308.38,105°35.814',029°02.149',-5,1.42
20250210 232106,308.4,105°35.855',029°02.178',-5,1.42
20250210 232107,308.39,105°35.897',029°02.207',-5,1.42
20250210 232108,308.5,105°35.938',029°02.236',-5,1.42
20250210 232109,308.65,105°35.938',029°02.236',-5,1.42
20250210 232110,308.85,105°36.020',029°02.293',-5,1.42
20250210 232111,309.19,105°36.020',029°02.293',-5,1.42
20250210 232112,309.64,105°36.103',029°02.351',-5,1.42
20250210 232113,310.14,105°36.103',029°02.351',-5,1.42
20250210 232114,310.88,105°36.186',029°02.409',-5,1.42
20250210 232115,311.44,105°36.186',029°02.409',-5,1.42
20250210 232116,312.1,105°36.269',029°02.467',-5,1.42
20250210 232117,312.74,105°36.311',029°02.496',-5,1.42
20250210 232118,313.28,105°36.352',029°02.525',-5,1.42
20250210 232119,313.96,105°36.394',029°02.554',-5,1.42
20250210 232120,314.56,105°36.436',029°02.583',-5,1.42
20250210 232121,315.07,105°36.479',029°02.612',-5,1.42
20250210 232122,315.71,105°36.479',029°02.612',-5,1.42
20250210 232123,316.28,105°36.564',029°02.670',-5,1.42
20250210 232124,316.88,105°36.607',029°02.699',-5,1.42
20250210 232125,317.36,105°36.651',029°02.727',-5,1.42
20250210 232126,317.99,105°36.695',029°02.755',-5,1.42
20250210 232127,318.59,105°36.739',029°02.783',-5,1.42
20250210 232128,319.16,105°36.739',029°02.783',-5,1.42
20250210 232129,319.76,105°36.828',029°02.838',-5,1.42
20250210 232130,320.34,105°36.872',029°02.865',-5,1.42
20250210 232131,320.99,105°36.917',029°02.892',-5,1.42
20250210 232132,321.39,105°36.962',029°02.920',-5,1.42
20250210 232133,321.97,105°37.007',029°02.947',-5,1.42
20250210 232134,322.42,105°37.007',029°02.947',-5,1.42
20250210 232135,323.2,105°37.098',029°03.002',-5,1.42
20250210 232136,323.72,105°37.143',029°03.030',-5,1.42
20250210 232137,324.34,105°37.189',029°03.058',-5,1.42
20250210 232138,324.82,105°37.234',029°03.085',-5,1.42
20250210 232139,325.35,105°37.280',029°03.113',-5,1.42
20250210 232140,325.81,105°37.325',029°03.141',-5,1.42
20250210 232141,326.3,105°37.371',029°03.169',-5,1.42
20250210 232142,326.81,105°37.417',029°03.196',-5,1.42
20250210 232143,327.39,105°37.463',029°03.224',-5,1.42
20250210 232144,327.95,105°37.509',029°03.252',-5,1.42
20250210 232145,328.48,105°37.555',029°03.280',-5,1.42
20250210 232146,329.05,105°37.601',029°03.308',-5,1.42
20250210 232147,329.39,105°37.647',029°03.336',-5,1.42
20250210 232148,329.71,105°37.693',029°03.364',-5,1.42
20250210 232612,329.58,105°50.018',029°11.618',-5,1.42
20250210 232613,328.65,105°50.058',029°11.653',-5,1.42
20250210 232614,327.88,105°50.098',029°11.688',-5,1.42
20250210 232615,327.05,105°50.137',029°11.723',-5,1.42
20250210 232616,326.39,105°50.177',029°11.758',-5,1.42
20250210 232617,325.44,105°50.216',029°11.793',-5,1.42
20250210 232618,324.34,105°50.255',029°11.828',-5,1.42
20250210 232619,323.46,105°50.295',029°11.863',-5,1.42
20250210 232620,322.48,105°50.334',029°11.897',-5,1.42
20250210 232621,321.39,105°50.373',029°11.932',-5,1.42
20250210 232622,320.53,105°50.411',029°11.966',-5,1.42
20250210 232623,319.55,105°50.450',029°12.001',-5,1.42
20250210 232624,318.61,105°50.489',029°12.035',-5,1.42
20250210 232625,317.67,105°50.527',029°12.069',-5,1.42
20250210 232626,316.63,105°50.566',029°12.103',-5,1.42
20250210 232627,315.71,105°50.604',029°12.137',-5,1.42
20250210 232628,314.93,105°50.642',029°12.171',-5,1.42
20250210 232629,313.99,105°50.680',029°12.205',-5,1.42
20250210 232630,313.18,105°50.718',029°12.238',-5,1.42
20250210 232631,312.43,105°50.756',029°12.272',-5,1.42
20250210 232632,311.38,105°50.794',029°12.305',-5,1.42
20250210 232633,310.57,105°50.831',029°12.339',-5,1.42
20250210 232634,309.75,105°50.869',029°12.372',-5,1.42
20250210 232635,308.9,105°50.906',029°12.405',-5,1.42
20250210 232636,307.98,105°50.943',029°12.438',-5,1.42
20250210 232637,307.04,105°50.980',029°12.471',-5,1.42
20250210 232638,306.46,105°51.018',029°12.504',-5,1.42
20250210 232639,306.17,105°51.055',029°12.537',-5,1.42
20250210 232640,305.78,105°51.091',029°12.569',-5,1.42
20250210 232641,305.91,105°51.128',029°12.602',-5,1.42
20250210 232642,306.02,105°51.165',029°12.635',-5,1.42
20250210 232643,306.23,105°51.202',029°12.667',-5,1.42
20250210 232645,306.54,105°51.239',029°12.700',-5,1.42
20250210 232646,306.66,105°51.276',029°12.733',-5,1.42
20250210 232647,306.9,105°51.313',029°12.765',-5,1.42
20250210 232648,307.16,105°51.350',029°12.798',-5,1.42
20250210 232649,307.31,105°51.387',029°12.831',-5,1.42
20250210 232650,307.37,105°51.424',029°12.864',-6,1.42
20250210 232651,307.51,105°51.461',029°12.896',-6,1.42
20250210 232652,307.46,105°51.498',029°12.929',-6,1.42
