time,SysSpd,longitude,latitude,origin,correction
20250210 113022,305.33,104°38.396',029°49.131',-8,1.42
20250210 113023,305.25,104°38.396',029°49.131',-8,1.42
20250210 113024,305.25,104°38.396',029°49.131',-8,1.42
20250210 113025,305.33,104°38.396',029°49.131',-8,1.42
20250210 113026,305.33,104°38.396',029°49.131',-8,1.42
20250210 113027,305.26,104°38.396',029°49.131',-8,1.42
20250210 113028,305.31,104°38.396',029°49.131',-8,1.42
20250210 113029,305.26,104°38.396',029°49.131',-8,1.42
20250210 113030,305.39,104°38.396',029°49.131',-8,1.42
20250210 113031,305.29,104°38.396',029°49.131',-8,1.42
20250210 113032,305.33,104°38.396',029°49.131',-8,1.42
20250210 113033,305.39,104°38.396',029°49.131',-8,1.42
20250210 113034,305.33,104°38.396',029°49.131',-8,1.42
20250210 113035,305.39,104°38.396',029°49.131',-8,1.42
20250210 113036,305.33,104°38.396',029°49.131',-8,1.42
20250210 113037,305.31,104°38.396',029°49.131',-8,1.42
20250210 113038,305.35,104°38.396',029°49.131',-8,1.42
20250210 113039,305.33,104°38.396',029°49.131',-8,1.42
20250210 113040,305.26,104°38.396',029°49.131',-8,1.42
20250210 113041,305.11,104°38.396',029°49.131',-8,1.42
20250210 113042,304.22,104°38.396',029°49.131',-8,1.42
20250210 113043,303.11,104°38.396',029°49.131',-8,1.42
20250210 113044,301.85,104°38.396',029°49.131',-8,1.42
20250210 113045,300.7,104°38.396',029°49.131',-8,1.42
20250210 113046,299.07,104°38.396',029°49.131',-8,1.42
20250210 113047,297.97,104°38.396',029°49.131',-8,1.42
20250210 113048,296.68,104°38.396',029°49.131',-8,1.42
20250210 113049,295.65,104°38.396',029°49.131',-8,1.42
20250210 113050,294.39,104°38.396',029°49.131',-8,1.42
20250210 113051,293.11,104°38.396',029°49.131',-8,1.42
20250210 113052,291.73,104°38.396',029°49.131',-7,1.42
20250210 113053,290.38,104°38.396',029°49.131',-7,1.42
20250210 113054,288.88,104°38.396',029°49.131',-7,1.42
20250210 113055,287.28,104°38.396',029°49.131',-7,1.42
20250210 113056,285.89,104°38.396',029°49.131',-8,1.42
20250210 113057,284.34,104°38.396',029°49.131',-8,1.42
20250210 113058,282.97,104°38.396',029°49.131',-8,1.42
20250210 113059,281.31,104°38.396',029°49.131',-7,1.42
20250210 114216,280.08,104°38.396',029°49.131',-11,1.42
20250210 114217,280.77,104°38.396',029°49.131',-11,1.42
20250210 114218,281.48,104°38.396',029°49.131',-11,1.42
20250210 114219,282.07,104°38.396',029°49.131',-11,1.42
20250210 114220,282.82,104°38.396',029°49.131',-11,1.42
20250210 114221,283.72,104°38.396',029°49.131',-11,1.42
20250210 114222,284.29,104°38.396',029°49.131',-11,1.42
20250210 114223,285.1,104°38.396',029°49.131',-11,1.42
20250210 114224,285.82,104°38.396',029°49.131',-11,1.42
20250210 114225,286.51,104°38.396',029°49.131',-11,1.42
20250210 114226,287.28,104°38.396',029°49.131',-11,1.42
20250210 114227,288.04,104°38.396',029°49.131',-11,1.42
20250210 114228,288.73,104°38.396',029°49.131',-11,1.42
20250210 114229,289.36,104°38.396',029°49.131',-11,1.42
20250210 114230,289.95,104°38.396',029°49.131',-11,1.42
20250210 114231,290.41,104°38.396',029°49.131',-11,1.42
20250210 114232,290.75,104°38.396',029°49.131',-11,1.42
20250210 114233,290.96,104°38.396',029°49.131',-10,1.42
20250210 114234,291.19,104°38.396',029°49.131',-10,1.42
20250210 114235,291.42,104°38.396',029°49.131',-10,1.42
20250210 114236,291.51,104°38.396',029°49.131',-10,1.42
20250210 114237,291.67,104°38.396',029°49.131',-10,1.42
20250210 114238,291.82,104°38.396',029°49.131',-10,1.42
20250210 114239,291.93,104°38.396',029°49.131',-10,1.42
20250210 114240,292.15,104°38.396',029°49.131',-10,1.42
20250210 114241,292.28,104°38.396',029°49.131',-10,1.42
20250210 114242,292.46,104°38.396',029°49.131',-10,1.42
20250210 114243,292.61,104°38.396',029°49.131',-10,1.42
20250210 114244,292.75,104°38.396',029°49.131',-10,1.42
20250210 114245,292.92,104°38.396',029°49.131',-10,1.42
20250210 114246,293.16,104°38.396',029°49.131',-10,1.42
20250210 114247,293.34,104°38.396',029°49.131',-10,1.42
20250210 114248,293.39,104°38.396',029°49.131',-10,1.42
20250210 114249,293.64,104°38.396',029°49.131',-10,1.42
20250210 114250,293.75,104°38.396',029°49.131',-9,1.42
20250210 114251,293.9,104°38.396',029°49.131',-9,1.42
20250210 114252,294.04,104°38.396',029°49.131',-9,1.42
20250210 114253,294.27,104°38.396',029°49.131',-9,1.42
20250210 114254,294.34,104°38.396',029°49.131',-9,1.42
20250210 114255,294.45,104°38.396',029°49.131',-9,1.42
20250210 114256,294.67,104°38.396',029°49.131',-9,1.42
20250210 114257,294.75,104°38.396',029°49.131',-9,1.42
20250210 114258,294.92,104°38.396',029°49.131',-9,1.42
20250210 114259,295.01,104°38.396',029°49.131',-9,1.42
20250210 114300,294.21,104°38.396',029°49.131',-9,1.42
20250210 114301,293.11,104°38.396',029°49.131',-9,1.42
20250210 114302,291.67,104°38.396',029°49.131',-9,1.42
20250210 114303,290.22,104°38.396',029°49.131',-9,1.42
20250210 114304,288.66,104°38.396',029°49.131',-9,1.42
20250210 114305,287.33,104°38.396',029°49.131',-9,1.42
20250210 114306,286.36,104°38.396',029°49.131',-9,1.42
20250210 114307,285.28,104°38.396',029°49.131',-9,1.42
20250210 114308,284.31,104°38.396',029°49.131',-9,1.42
20250210 114309,283.47,104°38.396',029°49.131',-9,1.42
20250210 114310,282.85,104°38.396',029°49.131',-9,1.42
20250210 114311,282.23,104°38.396',029°49.131',-9,1.42
20250210 114312,281.6,104°38.396',029°49.131',-9,1.42
20250210 114313,280.94,104°38.396',029°49.131',-9,1.42
20250210 114314,280.17,104°38.396',029°49.131',-9,1.42
20250210 123323,280.33,105°31.509',028°59.145',-11,1.42
20250210 123324,280.94,105°31.547',028°59.171',-11,1.42
20250210 123325,281.56,105°31.584',028°59.197',-11,1.42
20250210 123326,282.02,105°31.622',028°59.223',-11,1.42
20250210 123327,282.54,105°31.659',028°59.250',-11,1.42
20250210 123328,283.15,105°31.697',028°59.276',-11,1.42
20250210 123329,283.67,105°31.735',028°59.302',-10,1.42
20250210 123330,284.13,105°31.773',028°59.329',-10,1.42
20250210 123331,284.69,105°31.811',028°59.355',-10,1.42
20250210 123332,285.26,105°31.849',028°59.382',-10,1.42
20250210 123333,285.7,105°31.887',028°59.409',-10,1.42
20250210 123334,286.26,105°31.925',028°59.435',-10,1.42
20250210 123335,286.72,105°31.963',028°59.462',-10,1.42
20250210 123336,287.18,105°32.001',028°59.489',-10,1.42
20250210 123337,287.7,105°32.040',028°59.515',-10,1.42
20250210 123338,288.27,105°32.078',028°59.542',-10,1.42
20250210 123339,288.68,105°32.117',028°59.569',-10,1.42
20250210 123340,289.13,105°32.155',028°59.596',-10,1.42
20250210 123341,289.65,105°32.194',028°59.623',-10,1.42
20250210 123342,290.19,105°32.233',028°59.650',-10,1.42
20250210 123343,290.75,105°32.271',028°59.677',-10,1.42
20250210 123344,291.11,105°32.310',028°59.704',-10,1.42
20250210 123345,291.42,105°32.349',028°59.732',-10,1.42
20250210 123346,291.98,105°32.388',028°59.759',-10,1.42
20250210 123347,292.51,105°32.427',028°59.786',-10,1.42
20250210 123348,292.92,105°32.466',028°59.813',-10,1.42
20250210 123349,293.39,105°32.505',028°59.840',-10,1.42
20250210 123350,293.87,105°32.544',028°59.868',-9,1.42
20250210 123351,294.32,105°32.584',028°59.895',-9,1.42
20250210 123352,294.85,105°32.623',028°59.923',-9,1.42
20250210 123353,295.21,105°32.662',028°59.950',-9,1.42
20250210 123354,295.71,105°32.702',028°59.978',-9,1.42
20250210 123355,296.14,105°32.741',029°00.005',-9,1.42
20250210 123356,296.57,105°32.781',029°00.033',-9,1.42
20250210 123357,297.08,105°32.820',029°00.061',-9,1.42
20250210 123358,297.51,105°32.860',029°00.088',-9,1.42
20250210 123359,297.93,105°32.900',029°00.116',-9,1.42
20250210 123400,298.34,105°32.940',029°00.144',-9,1.42
20250210 123401,298.75,105°32.979',029°00.172',-9,1.42
20250210 123402,299.19,105°33.019',029°00.200',-9,1.42
20250210 123403,299.6,105°33.059',029°00.228',-9,1.42
20250210 123404,300.09,105°33.099',029°00.256',-9,1.42
20250210 123405,300.49,105°33.139',029°00.284',-9,1.42
20250210 123406,300.98,105°33.179',029°00.312',-9,1.42
20250210 123407,301.41,105°33.219',029°00.340',-9,1.42
20250210 123408,301.78,105°33.260',029°00.368',-8,1.42
20250210 123409,302.26,105°33.300',029°00.396',-8,1.42
20250210 123410,302.68,105°33.341',029°00.424',-8,1.42
20250210 123411,303.01,105°33.381',029°00.453',-8,1.42
20250210 123412,303.37,105°33.422',029°00.481',-8,1.42
20250210 123413,303.61,105°33.462',029°00.509',-8,1.42
20250210 123414,303.92,105°33.503',029°00.537',-8,1.42
20250210 123415,304.22,105°33.543',029°00.566',-8,1.42
20250210 123416,304.35,105°33.584',029°00.594',-8,1.42
20250210 123417,304.53,105°33.625',029°00.623',-8,1.42
20250210 123418,304.89,105°33.665',029°00.651',-8,1.42
20250210 123419,305.14,105°33.706',029°00.680',-8,1.42
20250210 123420,305.43,105°33.747',029°00.708',-8,1.42
20250210 123421,305.56,105°33.788',029°00.737',-8,1.42
20250210 123422,305.76,105°33.829',029°00.765',-8,1.42
20250210 123423,306.06,105°33.869',029°00.794',-8,1.42
20250210 123424,306.23,105°33.910',029°00.822',-8,1.42
20250210 123425,306.52,105°33.951',029°00.851',-8,1.42
20250210 123426,306.76,105°33.992',029°00.880',-8,1.42
20250210 123427,306.97,105°34.033',029°00.908',-8,1.42
20250210 123428,307.21,105°34.074',029°00.937',-8,1.42
20250210 123429,307.4,105°34.115',029°00.966',-8,1.42
20250210 123430,307.64,105°34.156',029°00.994',-8,1.42
20250210 123431,307.92,105°34.198',029°01.023',-8,1.42
20250210 123432,308.08,105°34.239',029°01.052',-8,1.42
20250210 123433,308.23,105°34.280',029°01.081',-8,1.42
20250210 123434,308.2,105°34.321',029°01.109',-8,1.42
20250210 123435,308.23,105°34.362',029°01.138',-8,1.42
20250210 123436,308.21,105°34.404',029°01.167',-8,1.42
20250210 123437,308.2,105°34.445',029°01.196',-8,1.42
20250210 123438,308.15,105°34.486',029°01.225',-8,1.42
20250210 123439,308.13,105°34.527',029°01.253',-8,1.42
20250210 123440,308.07,105°34.569',029°01.282',-8,1.42
20250210 123441,308.07,105°34.610',029°01.311',-8,1.42
20250210 123442,308,105°34.651',029°01.340',-8,1.42
20250210 123443,307.95,105°34.692',029°01.368',-8,1.42
20250210 123444,307.92,105°34.733',029°01.397',-8,1.42
20250210 123445,307.89,105°34.775',029°01.426',-7,1.42
20250210 123446,307.92,105°34.816',029°01.455',-7,1.42
20250210 123447,307.89,105°34.857',029°01.483',-7,1.42
20250210 123448,307.92,105°34.898',029°01.512',-7,1.42
20250210 123449,307.82,105°34.939',029°01.541',-7,1.42
20250210 123450,307.79,105°34.981',029°01.570',-7,1.42
20250210 123451,307.79,105°35.022',029°01.598',-7,1.42
20250210 123452,307.71,105°35.063',029°01.627',-7,1.42
20250210 123453,307.55,105°35.104',029°01.656',-7,1.42
20250210 123454,307.48,105°35.145',029°01.685',-7,1.42
20250210 123455,307.46,105°35.186',029°01.713',-7,1.42
20250210 123456,307.37,105°35.227',029°01.742',-7,1.42
20250210 123457,307.34,105°35.269',029°01.771',-7,1.42
20250210 123458,307.33,105°35.310',029°01.800',-7,1.42
20250210 123459,307.21,105°35.351',029°01.828',-7,1.42
20250210 123500,307.21,105°35.392',029°01.857',-7,1.42
20250210 123501,307.09,105°35.433',029°01.886',-7,1.42
20250210 123502,307.04,105°35.474',029°01.914',-7,1.42
20250210 123503,307.06,105°35.515',029°01.943',-7,1.42
20250210 123504,306.97,105°35.556',029°01.972',-7,1.42
20250210 123505,307.09,105°35.598',029°02.000',-7,1.42
20250210 123506,306.97,105°35.639',029°02.029',-7,1.42
20250210 123507,306.9,105°35.680',029°02.058',-7,1.42
20250210 123508,306.9,105°35.721',029°02.086',-7,1.42
20250210 123509,306.95,105°35.762',029°02.115',-7,1.42
20250210 123510,306.84,105°35.803',029°02.144',-7,1.42
20250210 123511,306.73,105°35.844',029°02.172',-6,1.42
20250210 123512,306.82,105°35.885',029°02.201',-6,1.42
20250210 123513,306.79,105°35.926',029°02.230',-6,1.42
20250210 123514,306.9,105°35.967',029°02.258',-6,1.42
20250210 123515,307.12,105°36.008',029°02.287',-6,1.42
20250210 123516,307.52,105°36.050',029°02.315',-6,1.42
20250210 123517,307.98,105°36.091',029°02.344',-6,1.42
20250210 123518,308.54,105°36.132',029°02.373',-6,1.42
20250210 123519,309.08,105°36.173',029°02.402',-6,1.42
20250210 123520,309.68,105°36.214',029°02.431',-6,1.42
20250210 123521,310.3,105°36.256',029°02.460',-6,1.42
20250210 123522,310.99,105°36.297',029°02.488',-6,1.42
20250210 123523,311.5,105°36.339',029°02.517',-6,1.42
20250210 123524,311.87,105°36.380',029°02.546',-6,1.42
20250210 123525,312.54,105°36.422',029°02.575',-6,1.42
20250210 123526,313,105°36.464',029°02.604',-6,1.42
20250210 123527,313.71,105°36.506',029°02.633',-6,1.42
20250210 123528,314.25,105°36.549',029°02.662',-6,1.42
20250210 123529,314.83,105°36.592',029°02.690',-6,1.42
20250210 123530,315.46,105°36.635',029°02.719',-6,1.42
20250210 123531,316.03,105°36.678',029°02.746',-6,1.42
20250210 123532,316.6,105°36.722',029°02.774',-6,1.42
20250210 123533,317.11,105°36.766',029°02.802',-6,1.42
20250210 123534,317.6,105°36.810',029°02.829',-6,1.42
20250210 123535,318.19,105°36.854',029°02.856',-6,1.42
20250210 123536,318.81,105°36.899',029°02.883',-6,1.42
20250210 123537,319.33,105°36.944',029°02.911',-6,1.42
20250210 123538,319.89,105°36.989',029°02.938',-6,1.42
20250210 123539,320.45,105°37.033',029°02.965',-6,1.42
20250210 123540,321.11,105°37.078',029°02.993',-6,1.42
20250210 123541,321.65,105°37.123',029°03.020',-6,1.42
20250210 123542,322.14,105°37.169',029°03.048',-6,1.42
20250210 123543,322.66,105°37.214',029°03.075',-6,1.42
20250210 123544,323.2,105°37.259',029°03.102',-6,1.42
20250210 123545,323.72,105°37.304',029°03.130',-6,1.42
20250210 123546,324.15,105°37.350',029°03.158',-6,1.42
20250210 123547,324.67,105°37.395',029°03.185',-6,1.42
20250210 123548,325.18,105°37.441',029°03.213',-6,1.42
20250210 123549,325.76,105°37.487',029°03.241',-6,1.42
20250210 123550,326.21,105°37.532',029°03.268',-6,1.42
20250210 123551,326.87,105°37.578',029°03.296',-6,1.42
20250210 123552,327.19,105°37.624',029°03.324',-6,1.42
20250210 123553,327.67,105°37.670',029°03.352',-6,1.42
20250210 123554,328.12,105°37.716',029°03.380',-6,1.42
20250210 123555,328.48,105°37.762',029°03.408',-6,1.42
20250210 123556,328.7,105°37.808',029°03.436',-6,1.42
20250210 123557,329.2,105°37.854',029°03.464',-6,1.42
20250210 123558,329.36,105°37.900',029°03.492',-6,1.42
20250210 123559,329.83,105°37.947',029°03.521',-6,1.42
20250210 123950,329.17,105°48.753',029°10.562',-5,1.42
20250210 123951,328.39,105°48.795',029°10.595',-5,1.42
20250210 123952,327.34,105°48.838',029°10.627',-5,1.42
20250210 123953,326.36,105°48.881',029°10.659',-6,1.42
20250210 123954,325.7,105°48.924',029°10.691',-6,1.42
20250210 123955,324.6,105°48.966',029°10.723',-6,1.42
20250210 123956,323.63,105°49.008',029°10.755',-6,1.42
20250210 123957,322.68,105°49.050',029°10.787',-6,1.42
20250210 123958,321.83,105°49.092',029°10.819',-6,1.42
20250210 123959,321.05,105°49.133',029°10.852',-6,1.42
20250210 124000,320.09,105°49.174',029°10.884',-6,1.42
20250210 124001,319.16,105°49.214',029°10.917',-6,1.42
20250210 124002,318.25,105°49.254',029°10.950',-6,1.42
20250210 124003,317.28,105°49.294',029°10.983',-6,1.42
20250210 124004,316.66,105°49.372',029°11.049',-6,1.42
20250210 124005,316.33,105°49.411',029°11.083',-6,1.42
20250210 124006,316.03,105°49.411',029°11.083',-6,1.42
20250210 124007,315.77,105°49.487',029°11.150',-6,1.42
20250210 124008,315.46,105°49.487',029°11.150',-6,1.42
20250210 124009,315.2,105°49.525',029°11.184',-6,1.42
20250210 124010,314.89,105°49.563',029°11.217',-6,1.42
20250210 124011,314.52,105°49.601',029°11.251',-6,1.42
20250210 124012,314.18,105°49.639',029°11.284',-6,1.42
20250210 124013,313.91,105°49.677',029°11.318',-6,1.42
20250210 124014,313.55,105°49.715',029°11.351',-6,1.42
20250210 124015,313.18,105°49.753',029°11.385',-6,1.42
20250210 124016,312.91,105°49.828',029°11.452',-6,1.42
20250210 124017,312.61,105°49.828',029°11.452',-6,1.42
20250210 124018,312.3,105°49.866',029°11.485',-6,1.42
20250210 124019,312,105°49.903',029°11.519',-6,1.42
20250210 124020,311.61,105°49.941',029°11.552',-6,1.42
20250210 124021,311.32,105°49.978',029°11.585',-6,1.42
20250210 124022,310.68,105°50.016',029°11.619',-6,1.42
20250210 124023,310.14,105°50.053',029°11.652',-6,1.42
20250210 124024,309.68,105°50.091',029°11.685',-6,1.42
20250210 124025,309.08,105°50.128',029°11.718',-6,1.42
20250210 124026,308.57,105°50.203',029°11.784',-6,1.42
20250210 124027,308.04,105°50.203',029°11.784',-6,1.42
20250210 124028,307.56,105°50.240',029°11.817',-6,1.42
20250210 124029,307.28,105°50.277',029°11.850',-6,1.42
20250210 124030,306.97,105°50.314',029°11.883',-6,1.42
20250210 124031,306.79,105°50.351',029°11.916',-6,1.42
20250210 124032,306.48,105°50.388',029°11.949',-6,1.42
20250210 124033,306.23,105°50.425',029°11.981',-6,1.42
20250210 124034,305.92,105°50.462',029°12.014',-6,1.42
20250210 124035,305.6,105°50.499',029°12.047',-6,1.42
20250210 124036,305.39,105°50.535',029°12.079',-6,1.42
20250210 124037,305.08,105°50.572',029°12.112',-6,1.42
20250210 124038,305.11,105°50.609',029°12.145',-6,1.42
20250210 124039,305.25,105°50.646',029°12.177',-7,1.42
20250210 124040,305.44,105°50.683',029°12.210',-7,1.42
20250210 124041,305.5,105°50.719',029°12.242',-7,1.42
20250210 124042,305.49,105°50.756',029°12.275',-7,1.42
20250210 124043,305.56,105°50.793',029°12.308',-7,1.42
20250210 124044,305.51,105°50.830',029°12.340',-7,1.42
20250210 124045,305.56,105°50.866',029°12.373',-7,1.42
20250210 124046,305.42,105°50.903',029°12.405',-7,1.42
20250210 124047,305.42,105°50.940',029°12.438',-7,1.42
20250210 124048,305.35,105°50.977',029°12.471',-7,1.42
20250210 124049,305.44,105°51.014',029°12.503',-7,1.42
20250210 124050,305.42,105°51.050',029°12.536',-7,1.42
20250210 124051,305.39,105°51.087',029°12.568',-7,1.42
20250210 124052,305.39,105°51.124',029°12.601',-7,1.42
20250210 124053,305.39,105°51.161',029°12.634',-7,1.42
20250210 124054,305.35,105°51.197',029°12.666',-7,1.42
20250210 124055,305.42,105°51.234',029°12.699',-7,1.42
20250210 124056,305.39,105°51.271',029°12.731',-7,1.42
20250210 124057,305.39,105°51.308',029°12.764',-7,1.42
20250210 124058,305.31,105°51.345',029°12.796',-7,1.42
